mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magpsf_corr_ext,magap,magap_corr,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,sigmagap_corr,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,candid_alert,step_id_corr,phase,parent_candid
58674.30135420011,"920301354815010020",2,920301354815,20.301956,-1,920,0.035881512,18.643227,17.27638,"",18.6576,"",0.11160976,0.021686723,0.03169302,0.0904,"",299.1789159,22.478343,0.8814286,"t17_f5_c3",0.99999994,18.6452,0.113,591120248,true,true,false,"","corr_bulk_0.0.1",0,0
58674.304513900075,"920304511015010057",2,920304511015,20.70918,-1,920,0.2369824,18.53605,17.23016,"",18.4855,"",0.13215783,0.028809605,0.039695054,0.0581,"",299.178873,22.478405,0.7885714,"t17_f5_c3",0.81799406,18.5025,0.0736,640120210,true,true,false,"","corr_bulk_0.0.1",0,0
58679.23138889996,"925231381015010034",2,925231381015,19.88879,-1,925,0.3167257,18.490677,17.244167,"",18.359,"",0.1302692,0.030704329,0.041327365,0.0999,"",299.1788591,22.478423,0.75285715,"t17_f5_c3",0.9572753,18.3899,0.1309,640120210,true,true,false,"","corr_bulk_0.0.1",0,0
58688.317858799826,"934317854815010007",1,934317854815,20.7626,-1,934,0.076716,19.7502,18.270391,"",19.593,"",0.202856,0.048372746,0.051911596,0.1395,"",299.1788926,22.4783706,0.748571,"t17_f5_c3",0.99999166,19.5622,0.1713,591120248,false,true,false,"","corr_bulk_0.0.1",0,947294794815010000
58688.31831019977,"934318311015010077",1,934318311015,20.8584,-1,934,0.243338,19.6493,18.277227,"",19.5718,"",0.154072,0.03905956,0.043540645,0.1221,"",299.1788208,22.4783264,0.811429,"t17_f5_c3",0.92199945,19.5927,0.1569,640120110,false,true,false,"","corr_bulk_0.0.1",0,941322621015010000
58691.31535879988,"937315354815015007",1,937315354815,20.7954,1,937,0.117482,19.8995,17.845522,"",20.1692,"",0.22388,0.03126654,0.033761695,0.2262,"",299.1788778,22.4783669,0.791429,"t17_f5_c3","",20.1703,0.2841,591120248,false,true,false,"","corr_bulk_0.0.1",0,939345844815015000
58692.31861109985,"938318611015015022",2,938318611015,20.6042,1,938,0.531245,19.1967,16.816446,"",19.4557,"",0.326272,0.031293012,0.036431666,0.1545,"",299.1788748,22.478188,0.534286,"t17_f5_c3","",19.3046,0.1675,640120210,false,true,false,"","corr_bulk_0.0.1",0,947298351015010000
58693.34584489977,"939345844815015005",2,939345844815,20.570126,1,939,0.29236695,19.33013,16.884403,"",19.0289,"",0.12296287,100,0.012926583,0.1072,"",299.1789292,22.4782745,0.79142857,"t17_f5_c3",1,18.8623,0.1141,591120248,true,true,false,"","corr_bulk_0.0.1",0,0
58695.29460649984,"941294601015010048",2,941294601015,20.2756,-1,941,0.14545597,18.454071,17.256042,"",18.3301,"",0.119505644,0.028098477,0.03964396,0.073,"",299.1788406,22.4783471,0.63714284,"t17_f5_c3",0.60144925,18.3425,0.0929,640120210,true,true,false,"","corr_bulk_0.0.1",0,0
58695.31909719994,"941319094815010010",1,941319094815,20.781536,-1,941,0.15173155,19.60463,18.311007,"",19.6786,"",0.1570273,0.043507576,0.04770084,0.1449,"",299.1788729,22.4783436,0.8585714,"t17_f5_c3",0.99999446,19.6619,0.1803,591120148,true,true,false,"","corr_bulk_0.0.1",0,0
58695.32262729993,"941322621015010047",1,941322621015,20.984282,-1,941,0.04020602,19.578611,18.298067,"",19.7976,"",0.1705781,0.04864025,0.052445192,0.1351,"",299.1788826,22.4783381,0.81857145,"t17_f5_c3",0.8841415,19.9812,0.201,640120110,true,true,false,"","corr_bulk_0.0.1",0,0
58696.32025460014,"942320254815010015",1,942320254815,21.0294,-1,942,0.173313,20.1183,18.193302,"",20.8698,"",0.178877,0.024797145,0.030377766,0.3636,"",299.178865,22.4783372,0.607143,"t17_f5_c3","",20.3185,0.2745,591120248,false,true,false,"","corr_bulk_0.0.1",0,947294794815010000
58696.32376160007,"942323761015010037",1,942323761015,21.104328,-1,942,0.4052327,20.107931,18.176348,"",19.9486,"",0.17804448,0.02440993,0.030053528,0.1411,"",299.1787801,22.4783867,0.79142857,"t17_f5_c3",0.9996773,19.7898,0.1526,640120110,true,true,false,"","corr_bulk_0.0.1",0,0
58699.322210600134,"945322214815015011",1,945322214815,20.901413,1,945,0.41405907,20.027283,17.863855,"",19.8842,"",0.18237457,0.02122389,0.02486528,0.1652,"",299.1789203,22.4782407,0.7871429,"t17_f5_c3",0.99998116,19.8335,0.1971,591120148,true,true,false,"","corr_bulk_0.0.1",0,0
58701.29479169985,"947294794815010020",2,947294794815,20.808086,-1,947,0.28196126,18.728024,17.253462,"",18.6876,"",0.13456279,0.026177075,0.0346019,0.0664,"",299.1788302,22.4783308,0.85571426,"t17_f5_c3",0.9938213,18.728,0.0854,591120248,true,true,false,"","corr_bulk_0.0.1",0,0
58701.29835649999,"947298351015010043",2,947298351015,20.548035,-1,947,0.27874222,18.640087,17.200764,"",18.7438,"",0.1889439,0.042573188,0.050188385,0.0842,"",299.1788547,22.4784087,0.64428574,"t17_f5_c3",0.9741646,18.7428,0.1052,640120210,true,true,false,"","corr_bulk_0.0.1",0,0
58702.29766200017,"948297661015010028",2,948297661015,20.806,-1,948,0.484436,18.6607,17.195353,"",18.7042,"",0.337886,0.08353962,0.08762569,0.0664,"",299.1788194,22.4784617,0.5,"t17_f5_c3","",18.6649,0.0796,640120110,false,true,false,"","corr_bulk_0.0.1",0,972244541015010000
58702.3213657001,"948321364815010016",1,948321364815,20.704866,-1,948,0.24470326,19.604883,18.31093,"",19.6948,"",0.16119474,0.044876277,0.048951887,0.1588,"",299.1788624,22.4783075,0.8442857,"t17_f5_c3",0.9999951,19.4949,0.1672,591120148,true,true,false,"","corr_bulk_0.0.1",0,0
58702.32479170011,"948324791015010039",1,948324791015,21.075918,-1,948,0.2386728,19.586693,18.295595,"",19.3337,"",0.181864,0.051801797,0.0553742,0.0832,"",299.178827,22.4783673,0.7,"t17_f5_c3",0.8467815,19.4067,0.1113,640120110,true,true,false,"","corr_bulk_0.0.1",0,0
58713.233356500044,"959233354815010028",2,959233354815,19.590153,-1,959,0.27229446,18.731174,17.252653,"",18.6961,"",0.19809175,0.045437064,0.050752506,0.1842,"",299.1788357,22.4783665,0.73714286,"t17_f5_c3",0.99403614,18.5516,0.2063,591120248,true,true,false,"","corr_bulk_0.0.1",0,0
58720.26456019981,"966264561015010024",1,966264561015,20.508251,-1,966,0.08923485,19.901007,18.215525,"",20.2681,"",0.21368997,0.041435942,0.0452472,0.2848,"",299.1788737,22.4783612,0.83,"t17_f5_c3",0.994441,20.427,0.4189,640120110,true,true,false,"","corr_bulk_0.0.1",0,0
58722.308807900175,"968308804815010022",2,968308804815,20.481525,-1,968,0.08842492,18.653774,17.273403,"",18.705,"",0.10634157,0.018926512,0.029823242,0.0836,"",299.178887,22.4783637,0.86142856,"t17_f5_c3",0.99826515,18.6251,0.0976,591120248,true,true,false,"","corr_bulk_0.0.1",0,0
58725.191192099825,"971191194815010013",1,971191194815,20.81205,-1,971,0.48545024,19.79901,18.258245,"",19.7884,"",0.19007784,0.04204376,0.045986053,0.1576,"",299.1788084,22.4784484,0.7842857,"t17_f5_c3",0.99979717,19.7871,0.1991,591120148,true,true,false,"","corr_bulk_0.0.1",0,0
58726.24454860017,"972244541015010030",1,972244541015,20.412954,-1,972,0.10435415,19.66516,18.272787,"",19.816,"",0.17910251,0.045832876,0.049676716,0.1984,"",299.1788695,22.4783632,0.8971428,"t17_f5_c3",0.9965807,19.7729,0.2429,640120110,true,true,false,"","corr_bulk_0.0.1",0,0
58730.1495254999,"976149524815010025",2,976149524815,20.584263,-1,976,0.13658296,18.71707,17.256296,"",18.6131,"",0.1569825,0.03400997,0.040882897,0.0723,"",299.1788718,22.4783703,0.7657143,"t17_f5_c3",0.30933326,18.6564,0.0942,591120248,true,true,false,"","corr_bulk_0.0.1",0,0
58733.23266200023,"979232664815010044",2,979232664815,20.520155,-1,979,0.14991063,18.54781,17.305077,"",18.5738,"",0.11509399,0.027917514,0.03664036,0.0736,"",299.1788681,22.4783466,0.85142857,"t17_f5_c3",0.8420975,18.5112,0.0872,591120248,true,true,false,"","corr_bulk_0.0.1",0,0
58743.128067099955,"989128061015010043",1,989128061015,20.842346,-1,989,0.14328672,19.623247,18.284704,"",19.6847,"",0.18076327,0.048995066,0.052685753,0.1383,"",299.1788517,22.4783349,0.74714285,"t17_f5_c3",0.9989978,19.6321,0.1662,640120110,true,true,false,"","corr_bulk_0.0.1",0,0
58754.26434030011,"1000264344815010016",1,1000264344815,20.326422,-1,1000,0.45863673,19.662527,18.294014,"",19.7487,"",0.2114872,0.05678739,0.05996234,0.1955,"",299.1790216,22.4782775,0.85142857,"t17_f5_c3",0.99989736,19.5065,0.1989,591120148,true,true,false,"","corr_bulk_0.0.1",0,0
58754.26479170006,"1000264791015010059",1,1000264791015,20.517126,-1,1000,0.25341856,19.643045,18.279001,"",19.6166,"",0.15069471,0.038330875,0.042902287,0.1547,"",299.1788173,22.4783366,0.92285717,"t17_f5_c3",0.99999976,19.7277,0.2173,640120110,true,true,false,"","corr_bulk_0.0.1",0,0
58797.13135420019,"1043131351015010024",1,1043131351015,19.900661,-1,1043,0.26562953,19.60359,18.290503,"",19.3255,"",0.20358668,0.057538796,0.060745485,0.2309,"",299.1789115,22.4782698,0.8057143,"t17_f5_c3",0.999616,19.4624,0.3354,640120110,true,true,false,"","corr_bulk_0.0.1",0,0
58954.486192100216,"1200486191015015018",2,1200486191015,20.188396,1,1200,0.48130736,19.24072,16.821276,"",19.3653,"",0.20508678,0.011694607,0.022088153,0.1921,"",299.1789414,22.4782173,0.5757143,"t17_f5_c3",0.9997357,19.2997,0.2283,640120210,true,true,false,"","corr_bulk_0.0.1",0,0
58968.47769680014,"1214477691015015042",1,1214477691015,20.765,1,1214,0.437165,20.2847,17.88132,"",20.5168,"",0.24208,0.02284045,0.026461033,0.3026,"",299.1790058,22.4782747,0.825714,"t17_f5_c3","",20.4042,0.3443,640120110,false,true,false,"","corr_bulk_0.0.1",0,1237437851015010000
58971.44304399984,"1217443041015010066",1,1217443041015,20.461,-1,1217,0.399346,20.0739,18.1822,"",20.0947,"",0.231675,0.036540087,0.04056943,0.2483,"",299.1787757,22.4783161,0.85,"t17_f5_c3","",20.335,0.3944,640120110,false,true,false,"","corr_bulk_0.0.1",0,1237437851015010000
58991.43785879994,"1237437851015010045",1,1237437851015,20.823103,-1,1237,0.098392285,19.885277,18.218885,"",19.796,"",0.17750375,0.033626955,0.03825173,0.1488,"",299.1788677,22.4783574,0.83285713,"t17_f5_c3",0.9934784,19.8034,0.1895,640120110,true,true,false,"","corr_bulk_0.0.1",0,0
